C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_32_972.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_32_972.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_32_972.jpg,0,1,0,20.96597
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_041.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_041.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_041.jpg,-0.15,1,0,21.75763
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_115.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_115.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_115.jpg,-0.3,1,0,22.31801
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_183.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_183.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_183.jpg,-0.3841068,1,0,23.01026
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_256.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_256.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_256.jpg,-0.1909676,1,0,23.59531
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_332.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_332.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_332.jpg,-0.2775396,1,0,24.3707
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_400.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_400.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_400.jpg,-0.4775396,1,0,25.07792
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_475.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_475.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_475.jpg,-0.3246591,1,0,25.62677
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_551.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_551.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_551.jpg,-0.09544587,1,0,26.3976
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_628.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_628.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_628.jpg,-0.1662294,1,0,27.15518
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_704.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_704.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_704.jpg,0,1,0,27.90157
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_782.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_782.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_782.jpg,0,1,0,28.64078
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_858.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_858.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_858.jpg,0,1,0,29.37706
C:\Users\webde\Desktop\3v2d\IMG\center_2019_08_10_22_24_33_935.jpg,C:\Users\webde\Desktop\3v2d\IMG\left_2019_08_10_22_24_33_935.jpg,C:\Users\webde\Desktop\3v2d\IMG\right_2019_08_10_22_24_33_935.jpg,-0.1,1,0,29.92395
