C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_16_839.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_16_839.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_16_839.jpg,0,0,0,0.9786269
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_16_916.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_16_916.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_16_916.jpg,0,0,0,0.9707707
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_16_993.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_16_993.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_16_993.jpg,0,0,0,0.9629776
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_060.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_060.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_060.jpg,-0.1,0.0971364,0,0.9863266
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_137.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_137.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_137.jpg,-0.3,0.3320964,0,1.205357
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_216.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_216.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_216.jpg,-0.5000001,0.5994096,0,1.6605
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_294.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_294.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_294.jpg,-0.7,0.8344405,0,2.335933
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_372.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_372.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_372.jpg,-0.9000002,1,0,3.204054
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_439.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_439.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_439.jpg,-0.9291451,1,0,3.869292
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_506.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_506.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_506.jpg,-0.6957597,1,0,4.804489
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_574.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_574.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_574.jpg,-0.4919043,1,0,5.507306
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_641.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_641.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_641.jpg,-0.4428489,1,0,6.203291
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_709.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_709.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_709.jpg,-0.5628093,1,0,7.098444
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_776.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_776.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_776.jpg,-0.3916512,1,0,7.785501
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_844.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_844.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_844.jpg,-0.15978,1,0,8.693973
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_913.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_913.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_913.jpg,-0.1849978,1,0,9.365939
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_17_992.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_17_992.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_17_992.jpg,-0.1076802,1,0,10.25499
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_070.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_070.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_070.jpg,0,1,0,11.13455
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_136.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_136.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_136.jpg,-0.1,1,0,11.62994
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_205.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_205.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_205.jpg,-0.1046511,1,0,12.61295
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_272.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_272.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_272.jpg,0,1,0,13.2584
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_350.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_350.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_350.jpg,-0.05,1,0,14.19202
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_426.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_426.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_426.jpg,-0.1090524,1,0,15.012
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_493.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_493.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_493.jpg,0,1,0,15.59168
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_571.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_571.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_571.jpg,-0.1,1,0,16.44852
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_638.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_638.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_638.jpg,0,1,0,17.12476
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_715.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_715.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_715.jpg,0,1,0,17.94917
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_792.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_792.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_792.jpg,-0.1932585,1,0,18.75449
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_859.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_859.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_859.jpg,-0.02489039,1,0,19.36538
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_18_935.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_18_935.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_18_935.jpg,-0.15,1,0,20.17285
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_013.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_013.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_013.jpg,-0.267774,1,0,20.94259
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_090.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_090.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_090.jpg,-0.03285426,1,0,21.73931
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_167.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_167.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_167.jpg,-0.15,1,0,22.52735
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_244.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_244.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_244.jpg,-0.0608298,1,0,23.31096
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_321.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_321.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_321.jpg,-0.05,1,0,23.89893
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_395.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_395.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_395.jpg,-0.1245663,1,0,24.6662
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_471.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_471.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_471.jpg,0,1,0,25.43333
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_545.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_545.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_545.jpg,-0.2,1,0,26.18472
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_620.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_620.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_620.jpg,-0.157821,1,0,26.73225
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_694.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_694.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_694.jpg,-0.1306066,1,0,27.48444
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_768.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_768.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_768.jpg,-0.2517387,1,0,28.20068
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_842.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_842.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_842.jpg,-0.05745244,1,0,28.75665
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_917.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_917.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_917.jpg,-0.1,1,0,29.4889
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_19_992.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_19_992.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_19_992.jpg,-0.3,1,0,30.16813
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_20_067.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_20_067.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_20_067.jpg,-0.1563057,1,0,30.191
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_20_145.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_20_145.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_20_145.jpg,-0.2369142,1,0,30.18569
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_20_219.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_20_219.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_20_219.jpg,-0.3869142,1,0,30.16894
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_20_294.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_20_294.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_20_294.jpg,-0.4038654,1,0,30.17876
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_20_372.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_20_372.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_20_372.jpg,-0.3758749,1,0,30.18358
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_20_440.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_20_440.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_20_440.jpg,-0.425604,1,0,30.1777
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_20_515.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_20_515.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_20_515.jpg,-0.1904126,1,0,30.19481
C:\Users\webde\Desktop\2v2d\IMG\center_2019_08_10_21_36_20_584.jpg,C:\Users\webde\Desktop\2v2d\IMG\left_2019_08_10_21_36_20_584.jpg,C:\Users\webde\Desktop\2v2d\IMG\right_2019_08_10_21_36_20_584.jpg,0,1,0,30.18574
