C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_026.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_026.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_026.jpg,0,0,0,7.770956E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_100.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_100.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_100.jpg,0,0,0,6.318128E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_175.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_175.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_175.jpg,0,0,0,1.948402E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_248.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_248.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_248.jpg,0,0,0,4.319235E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_323.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_323.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_323.jpg,0,0,0,1.220151E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_397.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_397.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_397.jpg,0,0,0,4.589009E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_470.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_470.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_470.jpg,0,0,0,1.339143E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_544.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_544.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_544.jpg,0,0,0,3.702623E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_618.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_618.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_618.jpg,0,0,0,6.783524E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_694.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_694.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_694.jpg,0,0,0,8.678694E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_765.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_765.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_765.jpg,0,0,0,1.650841E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_840.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_840.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_840.jpg,0,0,0,1.82607E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_914.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_914.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_914.jpg,0,0,0,4.495196E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_36_989.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_36_989.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_36_989.jpg,0,0,0,1.120848E-05
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_37_062.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_37_062.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_37_062.jpg,0,0,0,3.201435E-06
C:\Users\webde\Desktop\2v1d\IMG\center_2019_08_10_21_19_37_136.jpg,C:\Users\webde\Desktop\2v1d\IMG\left_2019_08_10_21_19_37_136.jpg,C:\Users\webde\Desktop\2v1d\IMG\right_2019_08_10_21_19_37_136.jpg,0,0,0,6.855093E-06
